Date,Returns
12/07/05,-0.0073
12/08/05,-0.0015
12/09/05,0.0058
12/12/05,-0.0016
12/13/05,0.0055
12/14/05,0.0043
12/15/05,-0.0025
12/16/05,0.0001
12/19/05,-0.0082
12/20/05,0.001
12/21/05,0.0043
12/22/05,0.0058
12/23/05,0.0012
12/27/05,-0.0081
12/28/05,0.0003
12/29/05,-0.0005
12/30/05,-0.0042
1/03/06,0.0127
1/04/06,0.0013
1/05/06,0.0013
1/06/06,0.0053
1/09/06,0.0043
1/10/06,0.0008
1/11/06,0.0035
1/12/06,-0.0076
1/13/06,0.0005
1/17/06,-0.0072
1/18/06,-0.0016
1/19/06,0.0012
1/20/06,-0.0196
1/23/06,0.002
1/24/06,0.005
1/25/06,-0.0005
1/26/06,0.0133
1/27/06,0.0029
1/30/06,-0.0007
1/31/06,-0.001
2/01/06,0.0014
2/02/06,-0.0078
2/03/06,-0.0031
2/06/06,0.0013
2/07/06,-0.009
2/08/06,0.0071
2/09/06,0.0017
2/10/06,0.0041
2/13/06,-0.0036
2/14/06,0.0118
2/15/06,0.0037
2/16/06,0.0045
2/17/06,-0.0027
2/21/06,-0.0039
2/22/06,0.0145
2/23/06,-0.0031
2/24/06,0.0021
2/27/06,0.0024
2/28/06,-0.0111
3/01/06,0.0058
3/02/06,-0.004
3/03/06,-0.0009
3/06/06,-0.004
3/07/06,-0.0005
3/08/06,0.0014
3/09/06,-0.0053
3/10/06,0.0087
3/13/06,0.0007
3/14/06,0.0108
3/15/06,0.0051
3/16/06,0.0016
3/17/06,0.0025
3/20/06,0.0005
3/21/06,-0.0085
3/22/06,0.0075
3/23/06,-0.0038
3/24/06,0.0008
3/27/06,0.0006
3/28/06,-0.0074
3/29/06,0.007
3/30/06,-0.0009
3/31/06,0.001
4/03/06,0.0005
4/04/06,0.0085
4/05/06,0.0031
4/06/06,-0.0016
4/07/06,-0.0092
4/10/06,-0.0004
4/11/06,-0.0085
4/12/06,0.0034
4/13/06,0.0009
4/17/06,-0.0026
4/18/06,0.0163
4/19/06,0.0018
4/20/06,0.0004
4/21/06,-0.002
4/24/06,-0.0018
4/25/06,-0.0059
4/26/06,0.0051
4/27/06,0.006
4/28/06,0.0077
5/01/06,-0.0094
5/02/06,0.0053
5/03/06,-0.0038
5/04/06,0.0047
5/05/06,0.0123
5/08/06,-0.0024
5/09/06,0.0011
5/10/06,0.0006
5/11/06,-0.0129
5/12/06,-0.0099
5/15/06,0.0027
5/16/06,0.0008
5/17/06,-0.0171
5/18/06,-0.0079
5/19/06,0.0031
5/22/06,-0.0033
5/23/06,-0.0043
5/24/06,-0.0007
5/25/06,0.01
5/26/06,0.0064
5/30/06,-0.0146
5/31/06,0.0089
6/01/06,0.0133
6/02/06,0.0031
6/05/06,-0.0183
6/06/06,-0.0027
6/07/06,0.0004
6/08/06,0.0012
6/09/06,-0.0036
6/12/06,-0.0138
6/13/06,-0.0148
6/14/06,-0.0023
6/15/06,0.023
6/16/06,-0.0063
6/19/06,-0.0073
6/20/06,0.001
6/21/06,0.0099
6/22/06,-0.0046
6/23/06,-0.0021
6/26/06,0.0064
6/27/06,-0.0104
6/28/06,0.0045
6/29/06,0.0226
6/30/06,-0.0018
7/03/06,0.0091
7/05/06,-0.0089
7/06/06,0.0015
7/07/06,-0.0065
7/10/06,0.0039
7/11/06,0.0018
7/12/06,-0.0111
7/13/06,-0.0151
7/14/06,-0.0072
7/17/06,-0.0005
7/18/06,0.002
7/19/06,0.0245
7/20/06,-0.0107
7/21/06,-0.0087
7/24/06,0.0148
7/25/06,0.0026
7/26/06,-0.0047
7/27/06,-0.0075
7/28/06,0.0157
7/31/06,-0.003
8/01/06,-0.0044
8/02/06,0.0052
8/03/06,0.0044
8/04/06,0.0001
8/07/06,-0.0036
8/08/06,-0.0055
8/09/06,-0.0111
8/10/06,0.0053
8/11/06,-0.0051
8/14/06,0.001
8/15/06,0.0165
8/16/06,0.0104
8/17/06,0.0033
8/18/06,0.0012
8/21/06,-0.005
8/22/06,-0.0007
8/23/06,-0.0038
8/24/06,0.0015
8/25/06,-0.0033
8/28/06,0.0062
8/29/06,0.001
8/30/06,0.0023
8/31/06,0.0015
9/01/06,0.0026
9/05/06,0.0017
9/06/06,-0.0067
9/07/06,-0.0058
9/08/06,0.004
9/11/06,0.0017
9/12/06,0.0145
9/13/06,0.0064
9/14/06,-0.0006
9/15/06,0.0042
9/18/06,-0.0013
9/19/06,-0.0013
9/20/06,0.0067
9/21/06,-0.0065
9/22/06,-0.0028
9/25/06,0.0099
9/26/06,0.0077
9/27/06,-0.0017
9/28/06,0.0021
9/29/06,-0.0027
10/02/06,-0.0026
10/03/06,0.0064
10/04/06,0.0124
10/05/06,0.0053
10/06/06,-0.0039
10/09/06,0.0026
10/10/06,0.0017
10/11/06,-0.004
10/12/06,0.0075
10/13/06,0.0007
10/16/06,0.0003
10/17/06,-0.0027
10/18/06,0.001
10/19/06,-0.0024
10/20/06,-0.0004
10/23/06,0.0045
10/24/06,0.0004
10/25/06,0.003
10/26/06,0.0079
10/27/06,-0.0093
10/30/06,0.0028
10/31/06,-0.0013
11/01/06,-0.0094
11/02/06,-0.0001
11/03/06,-0.001
11/06/06,0.014
11/07/06,0.0027
11/08/06,0.0028
11/09/06,-0.0066
11/10/06,0.0057
11/13/06,0.0032
11/14/06,0.0057
11/15/06,0.0038
11/16/06,0.0048
11/17/06,-0.0012
11/20/06,-0.0001
11/21/06,0.0002
11/22/06,0.0031
11/24/06,-0.0032
11/27/06,-0.0155
11/28/06,0.0006
11/29/06,0.0063
11/30/06,0.001
12/01/06,-0.0036
12/04/06,0.0121
12/05/06,0.0047
12/06/06,0.0008
12/07/06,-0.0025
12/08/06,0.0015
12/11/06,0.0044
12/12/06,-0.0002
12/13/06,0.0005
12/14/06,0.0083
12/15/06,0.0052
12/18/06,0.002
12/19/06,0.0009
12/20/06,0.0002
12/21/06,-0.0033
12/22/06,-0.0043
12/26/06,0.006
12/27/06,0.008
12/28/06,-0.0029
12/29/06,-0.0061
1/03/07,0.0032
1/04/07,-0.0012
1/05/07,-0.0086
1/08/07,0.0035
1/09/07,-0.0009
1/10/07,0.0037
1/11/07,0.0073
1/12/07,0.0031
1/16/07,0.0026
1/17/07,-0.0026
1/18/07,-0.0044
1/19/07,0.0007
1/22/07,-0.003
1/23/07,0.0019
1/24/07,0.0072
1/25/07,-0.0128
1/26/07,-0.0008
1/29/07,-0.0007
1/30/07,0.0045
1/31/07,0.0078
2/01/07,0.0073
2/02/07,0.002
2/05/07,-0.0012
2/06/07,0.0026
2/07/07,0.0028
2/08/07,-0.0038
2/09/07,-0.0094
2/12/07,-0.0021
2/13/07,0.0084
2/14/07,0.0085
2/15/07,-0.0001
2/16/07,0.0007
2/20/07,0.0051
2/21/07,-0.0019
2/22/07,-0.0013
2/23/07,-0.0073
2/26/07,-0.0063
2/27/07,-0.0326
2/28/07,0.0055
3/01/07,-0.0006
3/02/07,-0.0098
3/05/07,-0.0148
3/06/07,0.0175
3/07/07,-0.0042
3/08/07,0.0076
3/09/07,0.0004
3/12/07,0.0006
3/13/07,-0.0257
3/14/07,0.005
3/15/07,0.0085
3/16/07,-0.0052
3/19/07,0.0115
3/20/07,0.0068
3/21/07,0.0203
3/22/07,-0.0033
3/23/07,0.002
3/26/07,-0.0016
3/27/07,-0.0076
3/28/07,-0.0098
3/29/07,0.0028
3/30/07,-0.0011
4/02/07,-0.0022
4/03/07,0.0117
4/04/07,-0.0017
4/05/07,0.0019
4/09/07,0
4/10/07,0.002
4/11/07,-0.0064
4/12/07,0.0037
4/13/07,0.0039
4/16/07,0.0161
4/17/07,0.0003
4/18/07,0.0061
4/19/07,-0.0037
4/20/07,0.0068
4/23/07,-0.0041
4/24/07,-0.0032
4/25/07,0.01
4/26/07,-0.0007
4/27/07,0.0001
4/30/07,-0.0077
5/01/07,0.0012
5/02/07,0.0083
5/03/07,0.0052
5/04/07,0.0034
5/07/07,0.0022
5/08/07,-0.0015
5/09/07,0.0047
5/10/07,-0.0134
5/11/07,0.0086
5/14/07,-0.0061
5/15/07,-0.0022
5/16/07,0.0103
5/17/07,-0.0017
5/18/07,0.0046
5/21/07,0.0021
5/22/07,0.0038
5/23/07,0
5/24/07,-0.0088
5/25/07,0.0028
5/29/07,0.0028
5/30/07,0.0061
5/31/07,-0.0004
6/01/07,0.0047
6/04/07,0.0003
6/05/07,-0.0062
6/06/07,-0.0082
6/07/07,-0.016
6/08/07,0.0109
6/11/07,0.0029
6/12/07,-0.011
6/13/07,0.014
6/14/07,0.0016
6/15/07,0.0051
6/18/07,-0.001
6/19/07,0.0053
6/20/07,-0.0124
6/21/07,0.0021
6/22/07,-0.0137
6/25/07,-0.0045
6/26/07,-0.0032
6/27/07,0.0071
6/28/07,0.0005
6/29/07,-0.005
7/02/07,0.0103
7/03/07,0.0054
7/05/07,-0.0009
7/06/07,0.0044
7/09/07,-0.0013
7/10/07,-0.0186
7/11/07,0.0055
7/12/07,0.0185
7/13/07,0.0027
7/16/07,-0.0019
7/17/07,0.0021
7/18/07,-0.0066
7/19/07,-0.0006
7/20/07,-0.0145
7/23/07,0.0018
7/24/07,-0.0238
7/25/07,0.0041
7/26/07,-0.024
7/27/07,-0.0113
7/30/07,0.0099
7/31/07,-0.0136
8/01/07,0.0006
8/02/07,0.0052
8/03/07,-0.0325
8/06/07,0.032
8/07/07,0.0089
8/08/07,0.0189
8/09/07,-0.0314
8/10/07,-0.0007
8/13/07,-0.004
8/14/07,-0.0214
8/15/07,-0.0129
8/16/07,0.0207
8/17/07,0.0319
8/20/07,-0.0038
8/21/07,0.0047
8/22/07,0.0114
8/23/07,-0.0045
8/24/07,0.0087
8/27/07,-0.0117
8/28/07,-0.0272
8/29/07,0.0179
8/30/07,-0.0088
8/31/07,0.0132
9/04/07,0.0107
9/05/07,-0.0151
9/06/07,0.0022
9/07/07,-0.015
9/10/07,-0.002
9/11/07,0.0125
9/12/07,-0.0008
9/13/07,0.0115
9/14/07,0.0007
9/17/07,-0.0071
9/18/07,0.0383
9/19/07,0.0045
9/20/07,-0.0122
9/21/07,0.0027
9/24/07,-0.01
9/25/07,-0.001
9/26/07,0.005
9/27/07,0.0071
9/28/07,-0.0045
10/01/07,0.0188
10/02/07,0.0066
10/03/07,-0.0048
10/04/07,0.0016
10/05/07,0.0132
10/08/07,-0.0044
10/09/07,0.0087
10/10/07,-0.0045
10/11/07,-0.0037
10/12/07,0.0012
10/15/07,-0.0145
10/16/07,-0.013
10/17/07,0.0018
10/18/07,-0.0072
10/19/07,-0.0259
10/22/07,0.0077
10/23/07,0.0089
10/24/07,-0.0062
10/25/07,-0.0047
10/26/07,0.018
10/29/07,0.0015
10/30/07,-0.0061
10/31/07,0.011
11/01/07,-0.0355
11/02/07,-0.0082
11/05/07,-0.0105
11/06/07,0.0137
11/07/07,-0.0377
11/08/07,0.0057
11/09/07,-0.0041
11/12/07,-0.0037
11/13/07,0.0369
11/14/07,-0.0049
11/15/07,-0.0225
11/16/07,-0.0021
11/19/07,-0.0249
11/20/07,-0.0056
11/21/07,-0.0194
11/23/07,0.0225
11/26/07,-0.0279
11/27/07,0.0183
11/28/07,0.0399
11/29/07,-0.0054
11/30/07,0.0188
12/03/07,-0.01
12/04/07,-0.013
12/05/07,0.0169
12/06/07,0.0228
12/07/07,-0.0035
12/10/07,0.0132
12/11/07,-0.0365
12/12/07,-0.005
12/13/07,-0.0024
12/14/07,-0.0161
12/17/07,-0.0136
12/18/07,0.0036
12/19/07,-0.0012
12/20/07,-0.0007
12/21/07,0.0193
12/24/07,0.0126
12/26/07,-0.0007
12/27/07,-0.0188
12/28/07,-0.0011
12/31/07,0.0012
1/02/08,-0.0202
1/03/08,-0.0038
1/04/08,-0.028
1/07/08,0.0019
1/08/08,-0.0278
1/09/08,0.0107
1/10/08,0.0192
1/11/08,-0.0103
1/14/08,0.0084
1/15/08,-0.0291
1/16/08,0.0065
1/17/08,-0.0366
1/18/08,-0.0063
1/22/08,0.0086
1/23/08,0.0456
1/24/08,0.0082
1/25/08,-0.0177
1/28/08,0.027
1/29/08,0.0122
1/30/08,-0.0076
1/31/08,0.0226
2/01/08,0.0181
2/04/08,-0.0207
2/05/08,-0.0332
2/06/08,-0.0077
2/07/08,0.011
2/08/08,-0.0127
2/11/08,-0.0078
2/12/08,0.008
2/13/08,0.0101
2/14/08,-0.0167
2/15/08,0.0035
2/19/08,-0.0036
2/20/08,0.0118
2/21/08,-0.0126
2/22/08,0.0071
2/25/08,0.0121
2/26/08,0.0034
2/27/08,0.0047
2/28/08,-0.0213
2/29/08,-0.0323
3/03/08,-0.008
3/04/08,-0.0039
3/05/08,0.0013
3/06/08,-0.0303
3/07/08,-0.0048
3/10/08,-0.0239
3/11/08,0.0466
3/12/08,-0.013
3/13/08,0.0073
3/14/08,-0.0292
3/17/08,-0.015
3/18/08,0.0604
3/19/08,-0.0199
3/20/08,0.0484
3/24/08,0.0122
3/25/08,0.0008
3/26/08,-0.0216
3/27/08,-0.0148
3/28/08,-0.0139
3/31/08,0.0079
4/01/08,0.0528
4/02/08,-0.0036
4/03/08,0.0019
4/04/08,-0.0076
4/07/08,0.0044
4/08/08,-0.0094
4/09/08,-0.017
4/10/08,0.0003
4/11/08,-0.0283
4/14/08,-0.0163
4/15/08,0.0086
4/16/08,0.0265
4/17/08,0.0051
4/18/08,0.0168
4/21/08,-0.0119
4/22/08,-0.0106
4/23/08,-0.0041
4/24/08,0.0242
4/25/08,0.0138
4/28/08,-0.0001
4/29/08,-0.0031
4/30/08,-0.0046
5/01/08,0.0275
5/02/08,0.0022
5/05/08,-0.0098
5/06/08,0.0071
5/07/08,-0.0276
5/08/08,-0.0035
5/09/08,-0.0086
5/12/08,0.0122
5/13/08,-0.0052
5/14/08,0.0054
5/15/08,0.009
5/16/08,-0.007
5/19/08,-0.0024
5/20/08,-0.0147
5/21/08,-0.02
5/22/08,0.0077
5/23/08,-0.0162
5/27/08,0.0101
5/28/08,0
5/29/08,0.0122
5/30/08,-0.001
6/02/08,-0.0142
6/03/08,-0.0044
6/04/08,-0.0037
6/05/08,0.0182
6/06/08,-0.0391
6/09/08,-0.0112
6/10/08,0.0037
6/11/08,-0.0269
6/12/08,0.0082
6/13/08,0.0166
6/16/08,0.0057
6/17/08,-0.0184
6/18/08,-0.0102
6/19/08,0.0047
6/20/08,-0.0209
6/23/08,-0.0165
6/24/08,0.0025
6/25/08,0.0061
6/26/08,-0.0353
6/27/08,-0.0084
6/30/08,-0.0117
7/01/08,0.0034
7/02/08,-0.0212
7/03/08,-0.0057
7/07/08,-0.0173
7/08/08,0.0406
7/09/08,-0.0342
7/10/08,-0.0033
7/11/08,-0.0143
7/14/08,-0.0301
7/15/08,-0.021
7/16/08,0.0738
7/17/08,0.0408
7/18/08,0.0058
7/21/08,-0.0049
7/22/08,0.0469
7/23/08,0.0158
7/24/08,-0.0468
7/25/08,-0.0015
7/28/08,-0.032
7/29/08,0.0501
7/30/08,0.0175
7/31/08,-0.0114
8/01/08,0.001
8/04/08,-0.0112
8/05/08,0.0372
8/06/08,-0.0041
8/07/08,-0.0315
8/08/08,0.0302
8/11/08,0.014
8/12/08,-0.0309
8/13/08,-0.0159
8/14/08,0.0182
8/15/08,0.0095
8/18/08,-0.0251
8/19/08,-0.0226
8/20/08,0.0076
8/21/08,-0.0038
8/22/08,0.0213
8/25/08,-0.0254
8/26/08,0.0044
8/27/08,0.0133
8/28/08,0.0317
8/29/08,-0.0071
9/02/08,0.0089
9/03/08,0.0064
9/04/08,-0.0383
9/05/08,0.0169
9/08/08,0.0335
9/09/08,-0.0506
9/10/08,0.0021
9/11/08,0.0146
9/12/08,-0.0051
9/15/08,-0.0687
9/16/08,0.0366
9/17/08,-0.064
9/18/08,0.0795
9/19/08,0.0847
9/22/08,-0.0677
9/23/08,-0.0176
9/24/08,-0.0097
9/25/08,0.0177
9/26/08,0.012
9/29/08,-0.1118
9/30/08,0.0826
10/01/08,0.0074
10/02/08,-0.0487
10/03/08,-0.0255
10/06/08,-0.0369
10/07/08,-0.0833
10/08/08,-0.0217
10/09/08,-0.0911
10/10/08,0.0419
10/13/08,0.0934
10/14/08,0.0261
10/15/08,-0.0844
10/16/08,0.0243
10/17/08,-0.0093
10/20/08,0.0336
10/21/08,-0.0198
10/22/08,-0.0596
10/23/08,-0.0148
10/24/08,-0.0313
10/27/08,-0.0404
10/28/08,0.0931
10/29/08,-0.0068
10/30/08,0.0239
10/31/08,0.0421
11/03/08,0.0024
11/04/08,0.0431
11/05/08,-0.0627
11/06/08,-0.0586
11/07/08,0.0193
11/10/08,-0.0262
11/11/08,-0.023
11/12/08,-0.0592
11/13/08,0.0621
11/14/08,-0.0456
11/17/08,-0.0389
11/18/08,-0.0039
11/19/08,-0.0946
11/20/08,-0.0822
11/21/08,0.0524
11/24/08,0.1111
11/25/08,0.0304
11/26/08,0.0453
11/28/08,0.0256
12/01/08,-0.1243
12/02/08,0.0626
12/03/08,0.0359
12/04/08,-0.0215
12/05/08,0.0565
12/08/08,0.051
12/09/08,-0.0398
12/10/08,0.002
12/11/08,-0.0557
12/12/08,0.0118
12/15/08,-0.0254
12/16/08,0.0803
12/17/08,-0.0076
12/18/08,-0.0233
12/19/08,0.0054
12/22/08,-0.0285
12/23/08,-0.0093
12/24/08,0.0074
12/26/08,0.004
12/29/08,-0.0088
12/30/08,0.0306
12/31/08,0.0269
1/02/09,0.0259
1/05/09,-0.0095
1/06/09,0.0148
1/07/09,-0.0447
1/08/09,0.0064
1/09/09,-0.0289
1/12/09,-0.0376
1/13/09,0.0016
1/14/09,-0.049
1/15/09,-0.0158
1/16/09,-0.0056
1/20/09,-0.0996
1/21/09,0.0722
1/22/09,-0.0251
1/23/09,0.0032
1/26/09,-0.0061
1/27/09,0.0263
1/28/09,0.0705
1/29/09,-0.0568
1/30/09,-0.0219
2/02/09,0.0006
2/03/09,-0.0016
2/04/09,-0.0059
2/05/09,0.012
2/06/09,0.0484
2/09/09,0.0113
2/10/09,-0.0704
2/11/09,0.0263
2/12/09,-0.0049
2/13/09,-0.021
2/17/09,-0.0626
2/18/09,-0.0069
2/19/09,-0.0331
2/20/09,-0.0153
2/23/09,-0.0373
2/24/09,0.0683
2/25/09,-0.014
2/26/09,-0.0018
2/27/09,-0.037
3/02/09,-0.062
3/03/09,-0.0161
3/04/09,0.0095
3/05/09,-0.0664
3/06/09,-0.0017
3/09/09,0.0002
3/10/09,0.1127
3/11/09,0.0073
3/12/09,0.0709
3/13/09,0.004
3/16/09,-0.0117
3/17/09,0.0451
3/18/09,0.0539
3/19/09,-0.0372
3/20/09,-0.0326
3/23/09,0.1109
3/24/09,-0.0362
3/25/09,0.0207
3/26/09,0.0304
3/27/09,-0.0295
3/30/09,-0.0587
3/31/09,0.0344
4/01/09,0.0175
4/02/09,0.0374
4/03/09,0.0227
4/06/09,-0.0165
4/07/09,-0.0282
4/08/09,0.008
4/09/09,0.0866
4/13/09,0.0307
4/14/09,-0.0457
4/15/09,0.0314
4/16/09,0.0106
4/17/09,0.0071
4/20/09,-0.075
4/21/09,0.0478
4/22/09,-0.019
4/23/09,0.0176
4/24/09,0.0202
4/27/09,-0.0205
4/28/09,-0.0086
4/29/09,0.038
4/30/09,-0.0018
5/01/09,-0.0092
5/04/09,0.0634
5/05/09,-0.0017
5/06/09,0.0388
5/07/09,-0.0204
5/08/09,0.0536
5/11/09,-0.0459
5/12/09,-0.0157
5/13/09,-0.0434
5/14/09,0.0238
5/15/09,-0.0146
5/18/09,0.0493
5/19/09,-0.0124
5/20/09,-0.0114
5/21/09,-0.012
5/22/09,-0.0078
5/26/09,0.0361
5/27/09,-0.0296
5/28/09,0.0195
5/29/09,0.02
6/01/09,0.019
6/02/09,-0.0014
6/03/09,-0.0184
6/04/09,0.0229
6/05/09,-0.008
6/08/09,0.0021
6/09/09,0.0063
6/10/09,-0.01
6/11/09,0.0042
6/12/09,-0.001
6/15/09,-0.0266
6/16/09,-0.0128
6/17/09,-0.0139
6/18/09,0.0127
6/19/09,0.0106
6/22/09,-0.0462
6/23/09,0.0075
6/24/09,0.0109
6/25/09,0.0221
6/26/09,0.0032
6/29/09,0.0072
6/30/09,-0.0073
7/01/09,0.0012
7/02/09,-0.0342
7/06/09,0.0005
7/07/09,-0.0181
7/08/09,-0.0123
7/09/09,0.0103
7/10/09,-0.0074
7/13/09,0.0443
7/14/09,0.0026
7/15/09,0.0351
7/16/09,0.0054
7/17/09,-0.007
7/20/09,0.0104
7/21/09,-0.0058
7/22/09,0.003
7/23/09,0.0277
7/24/09,0.0018
7/27/09,0.011
7/28/09,-0.001
7/29/09,-0.0068
7/30/09,0.0229
7/31/09,0.006
8/03/09,0.0245
8/04/09,0.0115
8/05/09,0.0164
8/06/09,-0.0049
8/07/09,0.0253
8/10/09,-0.0076
8/11/09,-0.0248
8/12/09,0.0162
8/13/09,0.0143
8/14/09,-0.0103
8/17/09,-0.0339
8/18/09,0.0157
8/19/09,0.0014
8/20/09,0.0172
8/21/09,0.0211
8/24/09,-0.0063
8/25/09,0.0082
8/26/09,-0.0037
8/27/09,0.0042
8/28/09,-0.0005
8/31/09,-0.0069
9/01/09,-0.0368
9/02/09,-0.005
9/03/09,0.0185
9/04/09,0.0107
9/08/09,0.0063
9/09/09,0.0137
9/10/09,0.0104
9/11/09,-0.0021
9/14/09,0.0114
9/15/09,0.0062
9/16/09,0.0277
9/17/09,-0.0052
9/18/09,-0.0016
9/21/09,-0.005
9/22/09,0.0142
9/23/09,-0.0153
9/24/09,-0.0172
9/25/09,-0.012
9/28/09,0.0253
9/29/09,-0.0026
9/30/09,-0.0084
10/01/09,-0.0335
10/02/09,-0.0054
10/05/09,0.024
10/06/09,0.013
10/07/09,0.0078
10/08/09,0.0052
10/09/09,0.0063
10/12/09,0.0053
10/13/09,-0.0058
10/14/09,0.0279
10/15/09,-0.0024
10/16/09,-0.0188
10/19/09,0.0046
10/20/09,-0.0064
10/21/09,-0.0156
10/22/09,0.0182
10/23/09,-0.0161
10/26/09,-0.0194
10/27/09,-0.0072
10/28/09,-0.0273
10/29/09,0.0313
10/30/09,-0.0369
11/02/09,0.0066
11/03/09,0.0107
11/04/09,-0.0065
11/05/09,0.0227
11/06/09,0.0046
11/09/09,0.0271
11/10/09,-0.0048
11/11/09,0.0108
11/12/09,-0.0156
11/13/09,0.0011
11/16/09,0.0147
11/17/09,0.0016
11/18/09,0.0019
